,loss,mean_absolute_error,val_loss,val_mean_absolute_error,lr
0,0.06354362711620827,0.1862238049507141,0.004137057065963745,0.0442785881459713,0.0010000000474974513
1,0.005020028109558755,0.05297115817666054,0.0033896511886268854,0.043190956115722656,0.0010000000474974513
2,0.0033977368536094823,0.04137204959988594,0.002891149278730154,0.03911322355270386,0.0010000000474974513
3,0.002856016314278046,0.03730621561408043,0.0025077124126255514,0.03588084131479263,0.0010000000474974513
4,0.002528699632320139,0.03480581194162369,0.0022406444884836675,0.03346120938658714,0.0010000000474974513
5,0.0022408137123824824,0.032264046370983124,0.0019674213835969567,0.03080960363149643,0.0010000000474974513
6,0.001962677575647831,0.029552504420280457,0.0016945932060480119,0.027932344004511833,0.0010000000474974513
7,0.0016824032451647024,0.026493331417441368,0.0014025549637153745,0.024537241086363792,0.0010000000474974513
8,0.0013890626917903621,0.02283668704330921,0.0011001785984262823,0.02052946947515011,0.0010000000474974513
9,0.00109563873653921,0.01858777180314064,0.0008363897446542979,0.01637975312769413,0.0010000000474974513
10,0.0009145728318900284,0.015794342383742332,0.0007269420311786234,0.014649057760834694,0.0010000000474974513
11,0.0008202437861149923,0.014146826229989529,0.0006453557056374848,0.013191066682338715,0.0010000000474974513
12,0.0007496001069537468,0.012875882908701897,0.0005882262834347784,0.012069647200405598,0.0010000000474974513
13,0.0006940340552116848,0.011810909025371075,0.0005409778852481395,0.011015946045517921,0.0010000000474974513
14,0.00064935134529757,0.010908810421824455,0.0005050335428677499,0.010230711661279202,0.0010000000474974513
15,0.0006144593078513733,0.010207205079495907,0.0004781829891726375,0.009706089273095131,0.0010000000474974513
16,0.000584083256803246,0.009572806768119335,0.0004484333796426654,0.008962779305875301,0.0010000000474974513
17,0.0005576676194323227,0.009007998742163181,0.00042797555797733364,0.008398623205721378,0.0010000000474974513
18,0.0005361390519990689,0.00855646189302206,0.00040957132005132736,0.007955986075103283,0.0010000000474974513
19,0.0005184838842574714,0.008168580941855907,0.00039499218692071734,0.007667274679988623,0.0010000000474974513
20,0.0004995469951407156,0.0077571384608745575,0.0003792438190430403,0.007264923304319382,0.0010000000474974513
21,0.0004887697868980467,0.0075972857885062695,0.00037385564064607024,0.007310572545975447,0.0010000000474974513
22,0.0004734904861025926,0.007295872084796429,0.00035859723575413225,0.006792926695197821,0.0010000000474974513
23,0.0004605428386841797,0.00704225804656744,0.00034685677383095026,0.006522348616272211,0.0010000000474974513
24,0.0004482245874694652,0.006776019930839539,0.0003354429791215807,0.006309913471341133,0.0010000000474974513
25,0.0004405067124429883,0.006764253135770559,0.00033847103477455673,0.00676625594496727,0.0010000000474974513
26,0.00043193041023591324,0.006712700240314007,0.00032749316887930035,0.006664206739515066,0.0010000000474974513
27,0.00041845470453457284,0.006343867164105177,0.00031512287678197025,0.006200806703418493,0.0010000000474974513
28,0.00040977314024025365,0.006227353122085333,0.000308089263853617,0.0060095638036727905,0.0010000000474974513
29,0.00040413976401194103,0.006251951679587364,0.00030382402474060655,0.005782446824014187,0.0010000000474974513
30,0.0003979177256244131,0.006254852283746004,0.00029397653415799143,0.005527022294700146,0.0010000000474974513
31,0.00038775571091617976,0.005927498452365398,0.00028860725578852,0.0054496885277330875,0.0010000000474974513
