,loss,mean_absolute_error,val_loss,val_mean_absolute_error,lr
0,5.599887461155756e-05,0.003716035047546029,7.605171267641709e-05,0.0038282854948192835,9.999999747378752e-05
1,5.55564195868404e-05,0.0036487216129899025,7.448290998581796e-05,0.003759518964216113,9.999999747378752e-05
2,5.557664755744756e-05,0.0036365478299558163,7.586104329675436e-05,0.004067476373165846,9.999999747378752e-05
3,5.539175152888573e-05,0.00362687511369586,7.510761934099719e-05,0.003900411305949092,9.999999747378752e-05
4,5.4860379047264964e-05,0.003595769638195634,7.465133603545837e-05,0.003771886695176363,9.999999747378752e-05
5,5.589368669865912e-05,0.003652861574664712,7.61828341637738e-05,0.003627339843660593,9.999999747378752e-05
6,5.493109670674635e-05,0.00356713286601007,7.73202657001093e-05,0.004143332131206989,9.999999747378752e-05
7,5.559286061422123e-05,0.003647454781457782,7.606766739627346e-05,0.004020532593131065,9.999999747378752e-05
8,5.4607477876642304e-05,0.0035955358762294054,7.508659473387524e-05,0.003822269383817911,9.999999747378752e-05
9,5.4749710721403564e-05,0.0036228999961167574,7.604910351801663e-05,0.0039032939821481705,9.999999747378752e-05
10,5.463539471545826e-05,0.0035935898777097464,7.700539281358942e-05,0.004048406146466732,9.999999747378752e-05
11,5.457296457380936e-05,0.0036153076216578484,7.787554350215941e-05,0.0037154166493564844,9.999999747378752e-05
12,5.461248131016166e-05,0.003612126223742962,7.596346986247227e-05,0.003616721834987402,9.999999747378752e-05
13,5.427958320878032e-05,0.0035759545862674713,7.524190077674575e-05,0.003809436922892928,9.999999747378752e-05
14,5.422961738885432e-05,0.003615883644670248,7.76533648604527e-05,0.003676988882943988,9.999999747378752e-05
15,5.6509903919908945e-05,0.003722824389114976,7.84915973781608e-05,0.004157398361712694,9.999999747378752e-05
16,5.56932001119195e-05,0.0036567486822605133,7.584326958749443e-05,0.0036463583819568157,9.999999747378752e-05
17,5.42857277549855e-05,0.0036014930810779333,7.57842164603062e-05,0.0037206155247986317,9.999999747378752e-05
18,5.4365977929491135e-05,0.003592445980757475,7.589129236293957e-05,0.0037962591741234064,9.999999747378752e-05
19,5.391174211884694e-05,0.0035767541266977787,7.640837939106859e-05,0.00373934512026608,9.999999747378752e-05
20,5.3713178203906864e-05,0.0035518240183591843,7.696100801695138e-05,0.003687418531626463,9.999999747378752e-05
21,5.44200639625261e-05,0.0036278734914958477,7.638463139301166e-05,0.003943840507417917,9.999999747378752e-05
22,5.3649731247181386e-05,0.003580308286473155,7.590584718855097e-05,0.003649978432804346,9.999999747378752e-05
23,5.414278429169725e-05,0.0035914534237235785,7.576060888823122e-05,0.0037442867178469896,9.999999747378752e-05
24,5.342054888994122e-05,0.0035412621218711138,7.614459900651127e-05,0.0038332778494805098,9.999999747378752e-05
25,5.3513932370050396e-05,0.003558669937774539,7.666405654163099e-05,0.00378606328740716,9.999999747378752e-05
26,5.3784360109906025e-05,0.003630277467891574,7.674199514440261e-05,0.003782216226682067,9.999999747378752e-05
27,5.3472020428873497e-05,0.003576030023396015,7.657042515347711e-05,0.003862143261358142,9.999999747378752e-05
28,5.421389687398914e-05,0.00359938177280128,7.729183562332764e-05,0.0036008907482028008,9.999999747378752e-05
29,5.38531055806541e-05,0.003567952197045088,7.693985899095423e-05,0.003806070191785693,9.999999747378752e-05
30,5.395650845861787e-05,0.003659964306280017,7.803358748788014e-05,0.0036446545273065567,9.999999747378752e-05
31,5.370056209762374e-05,0.0035918233916163445,7.726076655671932e-05,0.003966589458286762,9.999999747378752e-05
32,5.3315654238556614e-05,0.0035875372122973204,7.63005213229917e-05,0.00366909964941442,9.999999747378752e-05
33,5.289216460369062e-05,0.0035245821345597506,7.65830380260013e-05,0.0035780437756329775,9.999999747378752e-05
34,5.321164199914266e-05,0.003539827885106206,7.808964001014829e-05,0.003849492873996496,9.999999747378752e-05
35,5.310813139658421e-05,0.0035468852147459984,7.958147616591305e-05,0.00369848869740963,9.999999747378752e-05
36,5.352720311040887e-05,0.0035650799982249737,7.895022281445563e-05,0.003880370408296585,9.999999747378752e-05
37,5.300245417553621e-05,0.0035457515623420477,7.735191320534796e-05,0.0036691403947770596,9.999999747378752e-05
38,5.285465865906897e-05,0.0035555840004235506,7.74894971982576e-05,0.0037683292757719755,9.999999747378752e-05
39,5.281723598374002e-05,0.003547916654497385,7.795280253048986e-05,0.0037322461139410734,9.999999747378752e-05
40,5.257647414206682e-05,0.003524616127833724,7.74733125581406e-05,0.0037435321137309074,9.999999747378752e-05
41,5.265967370683534e-05,0.0035399736370891333,7.760379885439761e-05,0.004000410437583923,9.999999747378752e-05
42,5.347031280204343e-05,0.0035914629697799683,7.738357235211878e-05,0.0037361541762948036,9.999999747378752e-05
43,5.346123988500848e-05,0.0035978183150291443,7.90837402746547e-05,0.003848201362416148,9.999999747378752e-05
44,5.290962003022691e-05,0.003578432835638523,7.881894998718053e-05,0.0039052600041031837,9.999999747378752e-05
45,5.26153831338484e-05,0.0035581672564148903,7.895647431723773e-05,0.003673436352983117,9.999999747378752e-05
46,5.277468860893148e-05,0.003592078574001789,7.796726276865229e-05,0.0038869965355843306,9.999999747378752e-05
47,5.286622601690599e-05,0.003587570274248719,7.903390869614668e-05,0.0036260231863707304,9.999999747378752e-05
48,5.262147270615161e-05,0.0035429939161986113,7.685922901146114e-05,0.0036947668995708227,9.999999747378752e-05
49,5.235308324497762e-05,0.0035178870894014835,7.934932946227491e-05,0.003867723047733307,9.999999747378752e-05
50,5.3332923319734014e-05,0.003615472000092268,7.921884389361367e-05,0.0038403754588216543,9.999999747378752e-05
51,5.299877658318211e-05,0.0035904350224882364,7.801916362950578e-05,0.0037934326101094484,9.999999747378752e-05
52,5.2422328533591805e-05,0.003532970556989312,8.156867406796663e-05,0.0038418928161263466,9.999999747378752e-05
53,5.2430771069743467e-05,0.003551064757630229,8.01155751105398e-05,0.0036914588417857885,9.999999747378752e-05
54,5.185038167433554e-05,0.0034933285787701607,7.88759789429605e-05,0.0037849920336157084,9.999999747378752e-05
55,5.183957020765067e-05,0.0034985397942364216,7.93321305536665e-05,0.0038697775453329086,9.999999747378752e-05
56,5.2189466967118075e-05,0.003551830304786563,7.9743230890017e-05,0.003934960346668959,9.999999747378752e-05
57,5.228847435824314e-05,0.003566661849617958,7.815812714397907e-05,0.003610073821619153,9.999999747378752e-05
58,5.219732661822086e-05,0.0035188503097742796,8.110885246424005e-05,0.003826380940154195,9.999999747378752e-05
59,5.150907074696281e-05,0.0034799748100340366,0.00033152660689665935,0.005818453151732683,9.999999747378752e-05
60,5.186529819588436e-05,0.003522426588460803,8.219307492254301e-05,0.0037030582316219807,9.999999747378752e-05
61,5.348026934370864e-05,0.0036523304879665375,7.94009625678882e-05,0.0036873770877718925,9.999999747378752e-05
62,5.2903037511795345e-05,0.0036011210177093744,8.040339453145862e-05,0.004113039933145046,9.999999747378752e-05
63,5.243748576807169e-05,0.0035915886983275414,8.209974257624708e-05,0.003859611228108406,9.999999747378752e-05
64,5.2349151600436824e-05,0.0035790731199085712,0.0003326890931930393,0.005835418589413166,9.999999747378752e-05
65,5.2132919032980375e-05,0.003563217120245099,8.07768155937083e-05,0.0038195932283997536,9.999999747378752e-05
66,5.210074353575086e-05,0.003544157138094306,0.0003304639998532366,0.0057281251065433025,9.999999747378752e-05
67,5.1574767793580475e-05,0.00353642669506371,8.190516164177097e-05,0.0036334788892418146,9.999999747378752e-05
68,5.17149815601038e-05,0.0035178896505385637,0.00033052653234335596,0.005930041428655386,9.999999747378752e-05
69,5.14861003466649e-05,0.0035083808470517397,8.300156914629043e-05,0.0037523505743592978,9.999999747378752e-05
70,5.130618855117872e-05,0.003489204216748476,0.0014350728044519201,0.008674276992678642,9.999999747378752e-05
71,5.162973118583775e-05,0.0035317556466907263,0.00033358276705257594,0.005865759216248989,9.999999747378752e-05
72,5.241916915110778e-05,0.0035717098508030176,0.00033313676103716714,0.005708547309041023,9.999999747378752e-05
73,5.1831036519918903e-05,0.0035334238782525063,0.0003352472864207812,0.006165346596390009,9.999999747378752e-05
74,5.120329478813801e-05,0.003518481506034732,0.00032880280923563987,0.005800703074783087,9.999999747378752e-05
75,5.127874808547656e-05,0.0035129350144416094,0.0003311714288429357,0.005812478251755238,9.999999747378752e-05
76,5.101620000560716e-05,0.003493301337584853,0.00032701472082408145,0.005759804509580135,9.999999747378752e-05
77,5.12234510097187e-05,0.003526738379150629,0.0003367326586158015,0.0059559643268585205,9.999999747378752e-05
78,5.128325331800928e-05,0.0035111382603645325,0.0014318145491415634,0.008586735464632511,9.999999747378752e-05
79,5.077116293250583e-05,0.003464830107986927,0.0003286170176579617,0.0057808756828308105,9.999999747378752e-05
80,5.101775847530613e-05,0.003514060750603676,0.001430535506369779,0.008525574579834938,9.999999747378752e-05
81,5.1589071922030096e-05,0.0035461413208395243,0.001431690032040933,0.008784926496446133,9.999999747378752e-05
82,5.1031939720916045e-05,0.0035226107574999332,0.00034170686558354646,0.005747590214014053,9.999999747378752e-05
83,5.087373372387244e-05,0.0034826144110411406,0.0014340750938572455,0.008486519567668438,9.999999747378752e-05
