,Epoch_Best,MSE,MAE,Duration
0,258,0.00016701913975541375,0.005646717268973589,2245.231213569641
1,720,7.303150980280609e-05,0.0038483617827296257,5127.448965549469
2,414,5.3045014687490446e-05,0.00349156535230577,2930.301460504532
3,79,5.077116293250583e-05,0.003464830107986927,595.6846265792847
4,42,4.9430182520558854e-05,0.003485310822725296,353.3959152698517
