,F1,Loss,Accuracy,Precision,Recall,Duration,AUROC
0,0.969473476631828,0.04066635594945112,0.9883720874786377,0.9679762983091788,0.9709833439899722,578.9795982837677,0.9966890561594318
1,0.9877501408575535,0.018128757740284294,0.9953488111495972,0.9877501408575535,0.9877501408575535,673.2191681861877,0.9994175777565348
2,0.9756567028985508,0.02647489246279687,0.9906976819038391,0.9756567028985508,0.9756567028985508,417.8743824958801,0.9982890499194848
3,0.9794493903372278,0.022916834317711295,0.9922420382499695,0.9825855318056358,0.9763660786699109,805.9300224781036,0.9991446167883211
4,0.9859327960886843,0.015356026691745149,0.9945694208145142,0.9784373196458611,0.993746198296837,289.8913080692291,0.9994234083536091
