,Epoch_Best,MSE,MAE,Duration
0,234,0.0019465585032271014,0.032337673008441925,748.3659944534302
1,101,0.0006764699323361532,0.018608348444104195,397.2669870853424
2,551,6.634687936942403e-05,0.005628244951367378,1507.0565769672394
3,15,6.350961909144341e-05,0.005416419357061386,171.8556890487671
4,206,4.420868834939837e-05,0.004743251949548721,600.8226528167725
