,Epoch_Best,MSE,MAE,Duration
0,316,1.1427632570202048e-05,0.0013028584653511643,5148.807210683823
1,308,5.563098600052601e-06,0.0008074466022662818,4568.4778826236725
2,187,4.582882171335869e-06,0.0007447793032042682,2707.9640607833862
3,103,3.828144372164388e-06,0.0006649368442595005,1526.3277502059937
4,36,4.209476300174073e-06,0.0006708829314447939,817.8161160945892
