,loss,acc,val_loss,val_acc,lr
0,0.793417630970478,0.743179976940155,0.31929322868585586,0.9039000272750854,0.0010000000474974513
1,0.2549139271825552,0.9226800203323364,0.22674833953380585,0.9318000078201294,0.0010000000474974513
2,0.17510239501297473,0.9470599889755249,0.17417855270206928,0.9470000267028809,0.0010000000474974513
3,0.13624654100835323,0.9591000080108643,0.16831273537129163,0.945900022983551,0.0010000000474974513
4,0.11051339642331004,0.9659000039100647,0.15718699045479298,0.9505000114440918,0.0010000000474974513
5,0.0905614720210433,0.9726999998092651,0.15293097093701363,0.9492999911308289,0.0010000000474974513
6,0.0802314198706299,0.9749000072479248,0.14852516282349826,0.9523000121116638,0.0010000000474974513
7,0.07041658733785153,0.9779199957847595,0.14491259973496198,0.9552000164985657,0.0010000000474974513
8,0.06006019054166973,0.9810799956321716,0.12807646624743937,0.9578999876976013,0.0010000000474974513
9,0.05187507564295083,0.9834200143814087,0.12801207080483437,0.9616000056266785,0.0010000000474974513
10,0.04594077090546489,0.9851800203323364,0.12819490738213063,0.9617000222206116,0.0010000000474974513
11,0.037584973523393274,0.9886000156402588,0.14340940626338125,0.9575999975204468,0.0010000000474974513
12,0.03635511332470924,0.9889199733734131,0.1297452951129526,0.9631999731063843,0.0010000000474974513
13,0.036528221593238416,0.9879000186920166,0.137664295732975,0.9596999883651733,0.0010000000474974513
14,0.031092023401055484,0.9902600049972534,0.1341983232833445,0.9613999724388123,0.0010000000474974513
15,0.02261099655274302,0.9934399724006653,0.13619757806882263,0.9620000123977661,0.0010000000474974513
16,0.029205802887678146,0.9904199838638306,0.12988002218306063,0.9641000032424927,0.0010000000474974513
17,0.028551177859306335,0.9902200102806091,0.12635200269520283,0.9656999707221985,0.0010000000474974513
18,0.025271446822676808,0.9917200207710266,0.13152065066620708,0.9629999995231628,0.0010000000474974513
19,0.020443937710952015,0.9932000041007996,0.14282728164922445,0.963100016117096,0.0010000000474974513
20,0.023311699069105088,0.9925199747085571,0.15294641461223363,0.958899974822998,0.0010000000474974513
21,0.02649382639862597,0.9909399747848511,0.13676188609562814,0.9639999866485596,0.0010000000474974513
22,0.022429483310319482,0.992680013179779,0.14480887793004513,0.963699996471405,0.0010000000474974513
23,0.02119889193389099,0.9929400086402893,0.132624549549073,0.9643999934196472,0.0010000000474974513
24,0.016124267037492247,0.9949399828910828,0.14598208783660083,0.9617999792098999,0.0010000000474974513
25,0.019613710387377067,0.9934399724006653,0.13228974079247563,0.9649999737739563,0.0010000000474974513
26,0.019493549035862087,0.9934200048446655,0.14588045903947205,0.9635000228881836,0.0010000000474974513
27,0.01955369412957225,0.9937199950218201,0.1452665241365321,0.9631999731063843,0.0010000000474974513
28,0.022139814446331,0.9923200011253357,0.1547937933448702,0.9621999859809875,0.0010000000474974513
29,0.0185666559713427,0.9940800070762634,0.13478983308188616,0.9656000137329102,0.0010000000474974513
30,0.012433303392550442,0.9958999752998352,0.15738683280535043,0.9606999754905701,0.0010000000474974513
31,0.025653641237062402,0.9910399913787842,0.16166867136955262,0.9602000117301941,0.0010000000474974513
32,0.021887852342159023,0.9922199845314026,0.1368113730661571,0.9660999774932861,0.0010000000474974513
33,0.0096018738419516,0.9972800016403198,0.14528415889013557,0.9639999866485596,0.0010000000474974513
34,0.015511127624020446,0.9949600100517273,0.1625432155840099,0.9592000246047974,0.0010000000474974513
35,0.01801723185891751,0.9938399791717529,0.13844287841813638,0.9641000032424927,0.0010000000474974513
36,0.025091404013219288,0.9910399913787842,0.1429008540115319,0.9628000259399414,0.0010000000474974513
37,0.12091231197980233,0.9680399894714355,0.35776842638850215,0.9041000008583069,0.0010000000474974513
38,0.17037781649827957,0.9488000273704529,0.1965410817414522,0.9452000260353088,0.0010000000474974513
39,0.08609602623060346,0.971340000629425,0.23007710494101047,0.9377999901771545,0.0010000000474974513
40,0.14348347338102757,0.9538800120353699,0.16434815164655447,0.9524999856948853,0.0010000000474974513
41,0.21512008006311953,0.9343600273132324,0.4876642230153084,0.8571000099182129,0.0010000000474974513
42,0.2564551348760724,0.9204800128936768,0.23078025583177805,0.934499979019165,0.0010000000474974513
43,0.13866349424049257,0.955299973487854,0.18904181197285652,0.9452000260353088,0.0010000000474974513
44,0.09704607900232076,0.9685199856758118,0.17573232427239419,0.9488999843597412,0.0010000000474974513
45,0.07277918944135309,0.9756199717521667,0.16649498630315065,0.9534000158309937,0.0010000000474974513
46,0.05543002542667091,0.9826400279998779,0.16102934569120408,0.953499972820282,0.0010000000474974513
47,0.04472888512024656,0.9872599840164185,0.16490801181644202,0.9527999758720398,0.0010000000474974513
48,0.05415326935332269,0.983020007610321,0.1553100592782721,0.9555000066757202,0.0010000000474974513
49,0.030529327095951884,0.991159975528717,0.14707389771938323,0.9580000042915344,0.0010000000474974513
50,0.026884549248963593,0.9924799799919128,0.15282912557944656,0.9585000276565552,0.0010000000474974513
51,0.025095897231251,0.9929199814796448,0.1450057436712086,0.961899995803833,0.0010000000474974513
